"totalTime","numInputGranules","totalGranuleSize","harmonyGdalAdapter","harmonyServiceExample","harmonyNetcdfToZarr","swotReproject","varSubsetter","sdsMaskfill","trajectorySubsetter","podaacConcise","podaacL2Subsetter","giovanniAdapter"
36.508,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
10.621,1,2.24,0,0,0,0,1,0,0,0,0,0
37.403,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
10.035,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
5.587,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
35.138,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
17.897,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
14.139,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
16.744,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
17.381,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.772,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.963,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
35.641,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
10.262,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.649,1,2.24,0,0,0,0,1,0,0,0,0,0
9.768,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.991,1,2.24,0,0,0,0,1,0,0,0,0,0
29.558,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
15.317,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
24.078,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
12.941,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.035,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
25.749,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
9.242,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
16.536,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
16.333,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.931,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
24.86,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.13,1,2.24,0,0,0,0,1,0,0,0,0,0
11.282,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
28.662,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
20.059,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.65,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.075,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
15.11,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
13.434,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
8.584,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.799,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
13.181,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.666,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
6.984,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.876,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
26.369,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.417,1,2.24,0,0,0,0,1,0,0,0,0,0
6.485,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
18.573,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
12.677,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.688,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
20.823,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
11.885,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.468,1,2.24,0,0,0,0,1,0,0,0,0,0
5.668,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
10.287,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
13.855,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
14.309,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.305,1,2.24,0,0,0,0,1,0,0,0,0,0
8.098,1,2.24,0,0,0,0,1,0,0,0,0,0
28.186,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
9.669,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
6.63,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
29.479,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.32,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
24.589,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.159,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
10.455,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
28.501,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
28.912,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.861,1,2.24,0,0,0,0,1,0,0,0,0,0
22.932,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
12.911,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.261,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
30.736,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.621,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
7.363,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.741,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
10.191,1,2.24,0,0,0,0,1,0,0,0,0,0
9.272,1,2.24,0,0,0,0,1,0,0,0,0,0
41.338,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
13.335,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.276,1,2.24,0,0,0,0,1,0,0,0,0,0
14.936,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
4.784,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.666,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.168,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
44.707,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.149,1,2.24,0,0,0,0,1,0,0,0,0,0
11.53,1,2.24,0,0,0,0,1,0,0,0,0,0
43.092,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
13.615,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.05,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
10.731,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.016,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
21.281,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
24.612,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.356,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
8.668,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
18.169,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.925,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
14.889,1,2.24,0,0,0,0,1,0,0,0,0,0
10.254,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
38.286,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
10.022,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.054,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
46.446,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
12.327,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
33.721,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.986,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
10.614,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
18.376,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
22.977,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.792,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
14.039,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
71.753,50,25.485445022583,0,1,0,0,0,0,0,0,0,0
9.153,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.131,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.65,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
13.528,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
5.003,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
26.51,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.734,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
10.225,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
28.36,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.43,1,2.24,0,0,0,0,1,0,0,0,0,0
18.778,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.71,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.495,1,2.24,0,0,0,0,1,0,0,0,0,0
6.065,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.705,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.997,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
29.696,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
50.913,48,47.9316864013672,0,0,1,0,0,0,0,0,0,0
31.125,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.804,1,2.24,0,0,0,0,1,0,0,0,0,0
25.629,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
10.583,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.494,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
7.305,1,2.24,0,0,0,0,1,0,0,0,0,0
31.767,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
29.176,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.966,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
14.723,1,2.24,0,0,0,0,1,0,0,0,0,0
9.526,1,2.24,0,0,0,0,1,0,0,0,0,0
10.013,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
5.979,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.939,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.625,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
17.136,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
6.425,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
21.035,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
7.143,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.401,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.901,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
27.168,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.033,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
12.014,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
6.801,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
7.644,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
26.835,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.755,1,2.24,0,0,0,0,1,0,0,0,0,0
14.767,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
14.201,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.336,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.353,1,2.24,0,0,0,0,1,0,0,0,0,0
7.967,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.154,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
15.45,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
7.087,1,2.24,0,0,0,0,1,0,0,0,0,0
8.047,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.363,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
17.402,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
24.452,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
17.808,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
14.7,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
19.256,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.751,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
7.051,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
13.147,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.496,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
30.396,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.795,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
10.916,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
24.75,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
21.973,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
23.918,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
13.892,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
16.935,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
4.655,1,2.24,0,0,0,0,1,0,0,0,0,0
21.337,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
13.638,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
14.485,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
15.41,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
25.767,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
25.185,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
4.46,1,2.24,0,0,0,0,1,0,0,0,0,0
6.633,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
32.785,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.662,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
9.282,1,2.24,0,0,0,0,1,0,0,0,0,0
38.198,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
42.412,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
20.338,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
47.92,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
21.006,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
38.869,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
27.45,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
21.899,1,2.24,0,0,0,0,1,0,0,0,0,0
11.944,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
36.672,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
15.64,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
28.249,1,2.24,0,0,0,0,1,0,0,0,0,0
22.53,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
14.336,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
19.229,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
13.044,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
14.051,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.77,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
12.875,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
10.29,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
12.007,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.048,1,2.24,0,0,0,0,1,0,0,0,0,0
9.703,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
20.322,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
11.803,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
64.066,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
13.579,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
57.958,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
14.793,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.093,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
12.166,1,2.24,0,0,0,0,1,0,0,0,0,0
8.978,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.753,1,2.24,0,0,0,0,1,0,0,0,0,0
21.035,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
84.834,50,1065.02231025696,0,0,0,0,0,0,0,0,1,0
79.342,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
21.688,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
13.345,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
30.011,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
20.906,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.836,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
13.72,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
81.148,50,423.28272819519,0,0,0,0,0,0,0,1,0,0
19.803,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.36,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
16.153,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
21.963,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.549,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.841,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
22.498,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
12.335,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
18.348,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
26.102,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
28.925,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
21.879,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
5.936,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
32.877,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
21.715,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.971,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
11.728,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.062,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
33.241,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.682,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
12.568,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.147,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.451,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
14.281,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
13.725,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
10.327,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
16.177,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
35.664,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
12.414,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
34.474,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.145,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
15.464,1,2.24,0,0,0,0,1,0,0,0,0,0
10.198,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
30.148,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.713,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
25.004,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.917,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
28,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
14.939,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
17.062,1,2.24,0,0,0,0,1,0,0,0,0,0
11.719,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.188,1,2.24,0,0,0,0,1,0,0,0,0,0
9.411,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
26.903,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
4.861,1,2.24,0,0,0,0,1,0,0,0,0,0
24.246,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
13.482,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
17.715,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.861,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
7.296,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
22.268,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.179,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
32.976,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
14.397,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
14.886,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.177,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
36.468,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.785,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
4.918,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
29.247,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
14.187,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
11.957,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
18.591,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
17.628,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
13.287,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
23.514,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
7.372,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
6.129,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
33.792,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
19.352,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
4.341,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.491,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
41.81,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
11.886,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
36.065,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.949,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
7.914,1,2.24,0,0,0,0,1,0,0,0,0,0
12.002,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
44.434,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.037,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
18.336,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
33.895,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
4.666,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
25.402,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
9.567,1,2.24,0,0,0,0,1,0,0,0,0,0
11.566,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
8.506,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.292,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.178,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
12.548,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
11.291,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
4.499,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
44.686,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.215,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.435,1,2.24,0,0,0,0,1,0,0,0,0,0
6.537,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
8.723,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
52.226,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.508,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
48.611,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
12.593,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
47.314,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
5.773,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
15.984,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
28.476,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
14.458,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
18.671,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
23.683,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
15.858,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
23.787,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.524,1,2.24,0,0,0,0,1,0,0,0,0,0
38.764,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
46.512,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
27.194,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
15.152,1,2.24,0,0,0,0,1,0,0,0,0,0
13.079,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.482,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
9.914,1,2.24,0,0,0,0,1,0,0,0,0,0
10.673,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
21.946,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.67,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
21.391,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.858,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
28.768,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
52.2,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
14.065,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
16.48,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
7.147,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
56.604,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
30.205,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.667,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
81.519,50,423.28272819519,0,0,0,0,0,0,0,1,0,0
11.881,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
14.146,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
22.668,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
6.696,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
6.728,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
9.151,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
18.015,1,2.24,0,0,0,0,1,0,0,0,0,0
5.603,1,2.24,0,0,0,0,1,0,0,0,0,0
10.83,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
22.833,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
10.714,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
26.417,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.56,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
14.72,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
10.838,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.572,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.212,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.829,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.967,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.921,1,2.24,0,0,0,0,1,0,0,0,0,0
24.949,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
7.368,1,2.24,0,0,0,0,1,0,0,0,0,0
16.347,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
25.35,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
30.787,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
20.44,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
10.417,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
17.324,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
15.011,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
5.882,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
26.126,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
5.083,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
20.103,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
85.871,50,25.485445022583,0,1,0,0,0,0,0,0,0,0
8.101,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
8.624,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
9.87,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
22.219,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.721,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
17.321,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
9.298,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.912,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
